S.No.,Timestamp,QuestionId,ResponseId,QuestionDesc,ResultText,ResultTextPred,Summary,SentimentRating,access_to_resources/info,Communication/Responsiveness,Customer Service/Support,Delivery,General Negative,General Positive,Immaterial Feedback,Installation,Knowledge/Expertise,Meet Needs/Requirements/Commitments
10001,04/10/2022 21:35:46,Q09_8,R_32WSAFGPYbGU5L3,Reasons for Ease of Placing Order Rating - Selected Choice - Delays or issues with delivery dates,Delays or issues with delivery dates,Delays or issues with delivery dates,,,,,,,,,,,,
10002,04/10/2022 21:35:46,Q09_8,R_XSVykbKRsuVlbvr,Reasons for Ease of Placing Order Rating - Selected Choice - Delays or issues with delivery dates,Delays or issues with delivery dates,Delays or issues with delivery dates,,,,,,,,,,,,
10003,04/10/2022 21:35:47,Q10_9,R_1Qo128erb2JNiTQ,Reasons for Time to Complete the Service Rating - Selected Choice - The service took more time than anticipated,The service took more time than anticipated,The service took more time than anticipated,,,,,,,,,,,,
10004,05/10/2022 21:35:17,Q09_8,R_3JyqYTWIojAoCue,Reasons for Ease of Placing Order Rating - Selected Choice - Delays or issues with delivery dates,Delays or issues with delivery dates,Delays or issues with delivery dates,,,,,,,,,,,,
10005,06/10/2022 21:35:38,Q09_8,R_2qy210VBFSnP1XO,Reasons for Ease of Placing Order Rating - Selected Choice - Delays or issues with delivery dates,Delays or issues with delivery dates,Delays or issues with delivery dates,,,,,,,,,,,,
10006,06/10/2022 21:35:38,Q09_8,R_2ztN6tUTZolmH2U,Reasons for Ease of Placing Order Rating - Selected Choice - Delays or issues with delivery dates,Delays or issues with delivery dates,Delays or issues with delivery dates,,,,,,,,,,,,
10007,06/11/2022 21:12:27,Q09_8,R_3Vjx2mYv5gCrP5T,Reasons for Ease of Placing Order Rating - Selected Choice - Delays or issues with delivery dates,Delays or issues with delivery dates,Delays or issues with delivery dates,,,,,,,,,,,,
10008,02/10/2022 03:54:45,Q15,R_s7NVjDMCYyRZPXP,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10009,02/10/2022 03:54:45,Q15,R_1i3F2Ez794TGX34,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10010,02/10/2022 03:54:45,Q15,R_3egXazWcTxBRALG,What was the primary product category you were exploring during your visittoday? - Selected Choice,GC Mass Spectrometry (GC/MS),GC Mass Spectrometry (GC/MS),,,,,,,,,,,,
10011,02/10/2022 03:54:45,Q15,R_2WM9XYMfiDDcoxN,What was the primary product category you were exploring during your visittoday? - Selected Choice,GC Mass Spectrometry (GC/MS),GC Mass Spectrometry (GC/MS),,,,,,,,,,,,
10012,02/10/2022 03:54:45,Q15,R_XncwuL6HzJVRBT3,What was the primary product category you were exploring during your visittoday? - Selected Choice,GC Mass Spectrometry (GC/MS),GC Mass Spectrometry (GC/MS),,,,,,,,,,,,
10013,02/10/2022 03:54:45,Q15,R_ZsYZumQ4yOL2v7z,What was the primary product category you were exploring during your visittoday? - Selected Choice,GC Mass Spectrometry (GC/MS),GC Mass Spectrometry (GC/MS),,,,,,,,,,,,
10014,02/10/2022 03:54:45,Q15,R_ym6HprCPbw1Rnih,What was the primary product category you were exploring during your visittoday? - Selected Choice,GC Mass Spectrometry (GC/MS),GC Mass Spectrometry (GC/MS),,,,,,,,,,,,
10015,02/10/2022 03:54:45,Q15,R_3koCvn2rEVNLiZV,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10016,02/10/2022 03:54:45,Q15,R_28HdRyFNTZh0p5L,What was the primary product category you were exploring during your visittoday? - Selected Choice,GC Mass Spectrometry (GC/MS),GC Mass Spectrometry (GC/MS),,,,,,,,,,,,
10017,02/10/2022 03:54:45,Q15,R_2cqtjsvh0YvYnro,What was the primary product category you were exploring during your visittoday? - Selected Choice,GC Mass Spectrometry (GC/MS),GC Mass Spectrometry (GC/MS),,,,,,,,,,,,
10018,02/10/2022 03:54:45,Q15,R_1CKGItjzMrP9Ha6,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10019,02/10/2022 03:54:45,Q15,R_w4wswPXhIHRZgrv,What was the primary product category you were exploring during your visittoday? - Selected Choice,GC Mass Spectrometry (GC/MS),GC Mass Spectrometry (GC/MS),,,,,,,,,,,,
10020,02/10/2022 03:54:45,Q15,R_21cXsLAni5LF6Sk,What was the primary product category you were exploring during your visittoday? - Selected Choice,GC Mass Spectrometry (GC/MS),GC Mass Spectrometry (GC/MS),,,,,,,,,,,,
10021,02/10/2022 03:54:45,Q15,R_RLGnIQ9SOmF7RPH,What was the primary product category you were exploring during your visittoday? - Selected Choice,GC Mass Spectrometry (GC/MS),GC Mass Spectrometry (GC/MS),,,,,,,,,,,,
10022,02/10/2022 03:54:45,Q15,R_3flBiaL2ItdCnlo,What was the primary product category you were exploring during your visittoday? - Selected Choice,GC Mass Spectrometry (GC/MS),GC Mass Spectrometry (GC/MS),,,,,,,,,,,,
10023,02/10/2022 03:54:45,Q15,R_3nw1biFq5f4FieP,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10024,02/10/2022 03:54:45,Q15,R_1mDka5wfgXfAdo9,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10025,02/10/2022 03:54:45,Q15,R_33jrLHyqEBCBCS4,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10026,02/10/2022 03:54:45,Q15,R_V23qFbsE8WbLQ6R,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10027,02/10/2022 03:54:45,Q15,R_3iIs6dPds3rxRNV,What was the primary product category you were exploring during your visittoday? - Selected Choice,GC Mass Spectrometry (GC/MS),GC Mass Spectrometry (GC/MS),,,,,,,,,,,,
10028,02/10/2022 03:54:45,Q15,R_1IuCdILFAGra0xt,What was the primary product category you were exploring during your visittoday? - Selected Choice,GC Mass Spectrometry (GC/MS),GC Mass Spectrometry (GC/MS),,,,,,,,,,,,
10029,02/10/2022 03:54:45,Q15,R_2zI9p03i6sfT8sb,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10030,02/10/2022 03:54:45,Q15,R_1E4KOVaUPUriMBO,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10031,02/10/2022 03:54:45,Q15,R_STquUxOFdWWf0UV,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10032,02/10/2022 03:54:45,Q15,R_UbRNnp1OYABlTqx,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10033,02/10/2022 03:54:45,Q15,R_3npB98cU9YzyEOM,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10034,02/10/2022 03:54:45,Q15,R_2v7A7RMrsInLEZI,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10035,02/10/2022 03:54:45,Q15,R_2uGnw1ghlZpUEoh,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10036,02/10/2022 03:54:45,Q15,R_3Jm9BxH9HkzDnxg,What was the primary product category you were exploring during your visittoday? - Selected Choice,"Cell Analysis (includes Seahorse & xCELLigence Real-Time Cell Analysis, Flow Cytometry, BioTek)","Cell Analysis (includes Seahorse & xCELLigence Real-Time Cell Analysis, Flow Cytometry, BioTek)",,,,,,,,,,,,
10037,02/10/2022 03:54:45,Q15,R_pn2A79UyY2L4q1H,What was the primary product category you were exploring during your visittoday? - Selected Choice,"Cell Analysis (includes Seahorse & xCELLigence Real-Time Cell Analysis, Flow Cytometry, BioTek)","Cell Analysis (includes Seahorse & xCELLigence Real-Time Cell Analysis, Flow Cytometry, BioTek)",,,,,,,,,,,,
10038,02/10/2022 03:54:45,Q15,R_3qrmzQTp6sxVPXa,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10039,02/10/2022 03:54:45,Q15,R_1jdigIfugPlVuid,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10040,02/10/2022 03:54:45,Q15,R_1i5rbSpzkWME3JU,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10041,02/10/2022 03:54:45,Q15,R_wX0zXM5LOFTl4DT,What was the primary product category you were exploring during your visittoday? - Selected Choice,"Cell Analysis (includes Seahorse & xCELLigence Real-Time Cell Analysis, Flow Cytometry, BioTek)","Cell Analysis (includes Seahorse & xCELLigence Real-Time Cell Analysis, Flow Cytometry, BioTek)",,,,,,,,,,,,
10042,02/10/2022 03:54:45,Q15,R_1q4X1H0yMMEGnpB,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10043,02/10/2022 03:54:45,Q15,R_WrjEeUK8xYlMe6B,What was the primary product category you were exploring during your visittoday? - Selected Choice,"Cell Analysis (includes Seahorse & xCELLigence Real-Time Cell Analysis, Flow Cytometry, BioTek)","Cell Analysis (includes Seahorse & xCELLigence Real-Time Cell Analysis, Flow Cytometry, BioTek)",,,,,,,,,,,,
10044,02/10/2022 03:54:45,Q15,R_C9zp2VLathae9Nf,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10045,02/10/2022 03:54:45,Q15,R_7UGf7srucbzPujn,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10046,02/10/2022 03:54:45,Q15,R_2OOP95aMKSWMOJg,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10047,02/10/2022 03:54:45,Q15,R_2VejirCNjoTdnqy,What was the primary product category you were exploring during your visittoday? - Selected Choice,"Cell Analysis (includes Seahorse & xCELLigence Real-Time Cell Analysis, Flow Cytometry, BioTek)","Cell Analysis (includes Seahorse & xCELLigence Real-Time Cell Analysis, Flow Cytometry, BioTek)",,,,,,,,,,,,
10048,02/10/2022 03:54:45,Q15,R_bQKB69qHJqP8rex,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10049,02/10/2022 03:54:45,Q15,R_3hmDYR8XuQ36WHe,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10050,02/10/2022 03:54:45,Q15,R_5jON0KkcsE5XwGZ,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10051,02/10/2022 03:54:45,Q15,R_2zMuvrfhkczrEQL,What was the primary product category you were exploring during your visittoday? - Selected Choice,"Cell Analysis (includes Seahorse & xCELLigence Real-Time Cell Analysis, Flow Cytometry, BioTek)","Cell Analysis (includes Seahorse & xCELLigence Real-Time Cell Analysis, Flow Cytometry, BioTek)",,,,,,,,,,,,
10052,02/10/2022 03:54:45,Q15,R_POtSkKZTQzxgTbX,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10053,02/10/2022 03:54:45,Q15,R_2Xb2wLSlgRwwlvy,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10054,02/10/2022 03:54:45,Q15,R_1BPIz7BFtwJWrVE,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10055,02/10/2022 03:54:45,Q15,R_2gJm9BFDyU9tJS1,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10056,02/10/2022 03:54:45,Q15,R_1Kp7jbVMqgo5cBc,What was the primary product category you were exploring during your visittoday? - Selected Choice,LC Mass Spectrometry (LC/MS),LC Mass Spectrometry (LC/MS),,,,,,,,,,,,
10057,02/10/2022 03:54:44,Q15,R_2E514PfiC66LZkd,What was the primary product category you were exploring during your visittoday? - Selected Choice,Liquid Chromatography (LC),Liquid Chromatography (LC),,,,,,,,,,,,
10058,02/10/2022 03:54:44,Q15,R_3CPZ4PuwmrGgO01,What was the primary product category you were exploring during your visittoday? - Selected Choice,"Columns, chemical standards, instrument parts, supplies, and sample preparation","Columns, chemical standards, instrument parts, supplies, and sample preparation",,,,,,,,,,,,
10059,02/10/2022 03:54:44,Q15,R_2VHL635LrEnsVAp,What was the primary product category you were exploring during your visittoday? - Selected Choice,"Columns, chemical standards, instrument parts, supplies, and sample preparation","Columns, chemical standards, instrument parts, supplies, and sample preparation",,,,,,,,,,,,
10060,02/10/2022 03:54:44,Q15,R_29af4rbmcYgvk4V,What was the primary product category you were exploring during your visittoday? - Selected Choice,"Columns, chemical standards, instrument parts, supplies, and sample preparation","Columns, chemical standards, instrument parts, supplies, and sample preparation",,,,,,,,,,,,
10061,02/10/2022 03:54:44,Q15,R_3Dcm3Cd4LkB8vxa,What was the primary product category you were exploring during your visittoday? - Selected Choice,"Columns, chemical standards, instrument parts, supplies, and sample preparation","Columns, chemical standards, instrument parts, supplies, and sample preparation",,,,,,,,,,,,
10062,02/10/2022 03:54:44,Q15,R_2ankNIWCK6E5jV5,What was the primary product category you were exploring during your visittoday? - Selected Choice,"Columns, chemical standards, instrument parts, supplies, and sample preparation","Columns, chemical standards, instrument parts, supplies, and sample preparation",,,,,,,,,,,,
10063,02/10/2022 03:54:44,Q15,R_2atobd3IYEsw5vr,What was the primary product category you were exploring during your visittoday? - Selected Choice,"Columns, chemical standards, instrument parts, supplies, and sample preparation","Columns, chemical standards, instrument parts, supplies, and sample preparation",,,,,,,,,,,,
